style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-2598,Oversized Charcoal Jeans,Jeans,Denim 14oz,435,Charcoal,Printed,SS26,Loom & Co,Jakarta Garmindo,832.72,1434.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c9a5b637-9b9d-4b0b-94f8-c799020b5a98.jpg
WFX-2599,Oversized Beige Polo,Polo,Cotton/Spandex 95/5,208,Beige,Solid,AW25,Kaia Collective,Karachi Textile Mills,521.59,926.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/63a7c9dd-6f90-4e94-b94f-b487b93bb82c.jpg
WFX-2600,Vintage Lavender Polo,Polo,Cotton Pique,206,Lavender,Solid,SS25,Cotton Culture,Shenzhen Fashion Works,265.98,585.8,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0433a5db-ac05-46a9-8ef0-4424334a6fbf.jpg
WFX-2601,Essential Red T-Shirt,T-Shirt,100% Cotton,180,Red,Solid,AW25,Meridian Apparel,Noida Knits Pvt Ltd,382.71,997.73,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5ab59471-f2f5-4ff9-a106-3de7044fbfd2.jpg
WFX-2602,Signature Charcoal Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,397,Charcoal,Solid,AW26,Kaia Collective,Tirupur Garments Co,823.39,2005.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/29002194-4f1c-4ef8-aac0-3e92d79d5b37.jpg
WFX-2603,Signature Charcoal Hoodie,Hoodie,Cotton Fleece,282,Charcoal,Solid,AW26,Loom & Co,Jakarta Garmindo,565.17,1470.55,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dbca8733-2f5d-4e72-94c2-376fd6cc3afa.jpg
WFX-2604,Athleisure Grey Melange Jacket,Jacket,Polyester Shell,297,Grey Melange,Solid,AW26,Loom & Co,Noida Knits Pvt Ltd,809.66,1527.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fa9f16fa-8b47-4b83-9567-497888652a64.jpg
WFX-2605,Relaxed Blue Shirt,Shirt,Cotton/Linen 70/30,148,Blue,Solid,AW25,NorthPeak,Phnom Penh Sewing Ltd,514.42,1213.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/725b050f-1d89-4411-84b6-bd6d14d1f3d3.jpg
WFX-2606,Heritage Black Sweatshirt,Sweatshirt,French Terry,338,Black,Solid,SS25,Cotton Culture,Tirupur Garments Co,541.13,1236.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/14b030c6-7721-42c3-acdf-a4b2f9fad919.jpg
WFX-2607,Essential Teal T-Shirt,T-Shirt,100% Cotton,189,Teal,Solid,SS26,UrbanThread,Karachi Textile Mills,368.33,608.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/618e1ed4-f01e-45b5-9a5b-ace8f9744f1e.jpg
WFX-2608,Athleisure Navy Jeans,Jeans,Denim 12oz,428,Navy,Solid,SS26,Meridian Apparel,Dhaka Knitwear Ltd,644.68,1539.83,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/501e6c1c-4bbb-46b7-8d95-edbeb901826d.jpg
WFX-2609,Boxy Blue Dress,Dress,Cotton Voile,169,Blue,Solid,AW26,Meridian Apparel,Noida Knits Pvt Ltd,536.2,1271.52,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/377c407c-b353-45c5-b592-e68bad2d68d2.jpg
WFX-2610,Relaxed Pink Shorts,Shorts,Cotton Twill,251,Pink,Solid,SS25,Vastra Studio,Colombo Apparel Group,482.86,1037.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8562c30c-623c-49b5-8a9b-b7fefae16eda.jpg
WFX-2611,Boxy Charcoal Skirt,Skirt,Polyester Crepe,259,Charcoal,Solid,SS26,UrbanThread,Jakarta Garmindo,408.53,848.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0da586b0-bbfb-44fd-a629-12aee2b1d430.jpg
WFX-2612,Essential Black T-Shirt,T-Shirt,Organic Cotton,185,Black,Solid,SS26,Loom & Co,Noida Knits Pvt Ltd,365.53,605.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/45626f38-49a8-4222-8b33-82d0712a6f40.jpg
WFX-2613,Essential Black Trousers,Trousers,Chino Twill,251,Black,Solid,AW25,Kaia Collective,Karachi Textile Mills,734.49,1963.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/12f7dcc1-a830-4a57-8d6e-088cb0ae4d08.jpg
WFX-2614,Signature Red Polo,Polo,Cotton/Spandex 95/5,239,Red,Solid,AW26,Loom & Co,Dhaka Knitwear Ltd,489.19,939.28,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/50cf2865-ac06-4116-a30c-3f3b9d7856c1.jpg
WFX-2615,Essential Black Sweatshirt,Sweatshirt,Cotton Fleece,283,Black,Solid,SS26,NorthPeak,Dhaka Knitwear Ltd,618.19,1227.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/52dcabd0-e02a-499e-9a2a-6f85dc3aa65c.jpg
WFX-2616,Signature Off White Jacket,Jacket,Cotton Canvas,262,Off White,Solid,SS26,Everlane East,ABC Textiles,1320.79,2670.45,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/64e29a42-7110-4435-9278-e85a4327b1fd.jpg
WFX-2617,Signature Grey Melange Shirt,Shirt,Cotton Poplin,114,Grey Melange,Printed,AW25,UrbanThread,Jakarta Garmindo,568.47,1186.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/eaf87a18-8d62-408f-81b9-f22ecf14e34f.jpg
WFX-2618,Relaxed Green Shirt,Shirt,Chambray,153,Green,Solid,SS26,Cotton Culture,Dhaka Knitwear Ltd,612.52,1005.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d8c20701-80af-4d6c-b8fb-9c4535860b4b.jpg
WFX-2619,Essential Grey Melange T-Shirt,T-Shirt,100% Cotton,217,Grey Melange,Solid,AW26,Loom & Co,Hanoi Stitch Co,188.36,403.07,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/17225acd-6301-4ffd-b13c-d703db9db078.jpg
WFX-2620,Oversized Red Sweatshirt,Sweatshirt,Cotton Fleece,306,Red,Solid,SS25,Meridian Apparel,Shenzhen Fashion Works,559.21,1330.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2f891a3a-b53c-4619-92a0-51236080811c.jpg
WFX-2621,Boxy Pink T-Shirt,T-Shirt,Cotton Slub,211,Pink,Solid,AW25,NorthPeak,Guangzhou Weave Co,179.44,453.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5d925e47-bc47-4cce-9096-75af190a3428.jpg
WFX-2622,Signature Black Hoodie,Hoodie,Cotton Fleece,295,Black,Solid,AW26,Loom & Co,Tirupur Garments Co,511.08,863.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b1236b80-4b3d-45e3-8c39-4e5ff1e169e1.jpg
WFX-2623,Cropped Forest Green Sweatshirt,Sweatshirt,Cotton Fleece,304,Forest Green,Solid,AW25,Meridian Apparel,Colombo Apparel Group,683.82,1545.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6072c8c3-88ed-4f70-85df-3d1ffa6b2e83.jpg
WFX-2624,Relaxed Indigo Trousers,Trousers,Poly/Viscose Suiting,228,Indigo,Solid,AW26,UrbanThread,Tirupur Garments Co,454.61,837.02,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ad22bcd3-abd8-4b31-9605-2cc460b93e4a.jpg
WFX-2625,Slim Fit Grey Melange Sweatshirt,Sweatshirt,Cotton Fleece,333,Grey Melange,Solid,SS25,Loom & Co,Jakarta Garmindo,547.56,1404.16,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a9a1fcae-51fe-4d0b-a11d-65313f68c473.jpg
WFX-2626,Oversized Charcoal Dress,Dress,Polyester Crepe,161,Charcoal,Solid,AW25,Cotton Culture,Phnom Penh Sewing Ltd,639.13,1612.52,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e59186b6-abfa-4f6a-9e7b-2c7e2cf3fd22.jpg
WFX-2627,Heritage Black Jeans,Jeans,Denim 14oz,459,Black,Solid,AW25,Meridian Apparel,Jakarta Garmindo,908.07,1828.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cfc50433-e50a-442b-b7e0-273e17a4edad.jpg
WFX-2628,Tailored Off White Trousers,Trousers,Chino Twill,264,Off White,Solid,AW25,NorthPeak,Dhaka Knitwear Ltd,809.82,1349.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/735b2cb6-8cd8-4103-8e8e-85888a6acb71.jpg
WFX-2629,Cropped Red Sweatshirt,Sweatshirt,French Terry,301,Red,Solid,SS25,NorthPeak,Jakarta Garmindo,773.9,1447.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/91c4b8c1-fd2f-47ea-b496-8191d36a2e3b.jpg
WFX-2630,Tailored Orange T-Shirt,T-Shirt,Organic Cotton,156,Orange,Solid,AW25,Meridian Apparel,Dhaka Knitwear Ltd,306.26,715.83,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c67fe1be-51c6-44d6-afed-42d411f75427.jpg
WFX-2631,Oversized Grey Melange Jeans,Jeans,Stretch Denim 98/2,426,Grey Melange,Solid,SS25,NorthPeak,ABC Textiles,1005.52,2288.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cc0d271d-0cc4-4673-b3a2-6c5506f8a4dd.jpg
WFX-2632,Tailored Navy Hoodie,Hoodie,French Terry,333,Navy,Solid,SS26,NorthPeak,Noida Knits Pvt Ltd,728.15,1191.5,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8b2f6c39-2726-478e-a489-cb02a7bd1b7f.jpg
WFX-2633,Oversized Grey Melange Skirt,Skirt,Viscose,243,Grey Melange,Printed,SS25,Meridian Apparel,Istanbul Denim House,582.57,1216.0,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f1ff2780-2ab1-401f-8089-089b5dfa1cf2.jpg
WFX-2634,Signature Charcoal Jeans,Jeans,Denim 14oz,458,Charcoal,Solid,SS26,Cotton Culture,Hanoi Stitch Co,622.41,1448.97,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/af130668-3a3c-4dbb-b7f3-8456ec286a68.jpg
WFX-2635,Relaxed Charcoal Hoodie,Hoodie,Cotton Fleece,377,Charcoal,Solid,AW26,Loom & Co,Hanoi Stitch Co,616.74,1402.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5e0c1b76-5405-4192-9dd0-3b3fd46060a9.jpg
WFX-2636,Athleisure Teal Polo,Polo,Cotton/Spandex 95/5,195,Teal,Solid,AW26,Vastra Studio,Karachi Textile Mills,292.26,485.36,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/509dd80f-1a59-450d-acde-81e57780859e.jpg
WFX-2637,Boxy Charcoal Shirt,Shirt,Linen,146,Charcoal,Printed,AW26,Kaia Collective,Tirupur Garments Co,588.45,1075.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/52242d70-6914-4819-94cd-844e380ffbcb.jpg
WFX-2638,Relaxed Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,262,Grey Melange,Solid,AW25,Cotton Culture,Istanbul Denim House,436.02,903.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bc96eb47-531d-410f-bcae-dab5ec60db66.jpg
WFX-2639,Heritage Beige Shirt,Shirt,Cotton Poplin,128,Beige,Solid,AW26,NorthPeak,Noida Knits Pvt Ltd,497.96,1323.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2519bdf8-67c2-46d2-9a6d-4d078e0a4de9.jpg
WFX-2640,Vintage Blush Pink Hoodie,Hoodie,Cotton Fleece,335,Blush Pink,Solid,SS26,UrbanThread,Hanoi Stitch Co,510.27,978.38,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/82dee9a8-a859-45b4-8214-16e10b615b17.jpg
WFX-2641,Tailored Sky Blue Jeans,Jeans,Stretch Denim 98/2,389,Sky Blue,Solid,AW26,NorthPeak,Karachi Textile Mills,717.51,1396.51,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1faab1ac-d8d4-4711-adbb-7812d7513d41.jpg
WFX-2642,Tailored Beige Hoodie,Hoodie,Cotton Fleece,292,Beige,Solid,SS26,Meridian Apparel,Hanoi Stitch Co,627.26,1601.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8a21d557-1c9d-4769-af62-e8cf24dbdf0e.jpg
WFX-2643,Slim Fit Charcoal Dress,Dress,Linen,165,Charcoal,Solid,SS26,Kaia Collective,ABC Textiles,570.76,940.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4b8e5d41-3e12-4d2b-8634-e62e71d613ff.jpg
WFX-2644,Essential Forest Green Hoodie,Hoodie,Cotton Fleece,357,Forest Green,Printed,AW25,Everlane East,Phnom Penh Sewing Ltd,851.91,1505.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/69e7ec12-a8b6-4571-8d9f-f46bd017495d.jpg
WFX-2645,Signature Brown Sweatshirt,Sweatshirt,Cotton Fleece,303,Brown,Solid,SS26,Kaia Collective,Istanbul Denim House,602.93,1333.47,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d5c7bcbc-a40b-4eb4-9c9d-e2e384a12f0d.jpg
WFX-2646,Cropped Plum Dress,Dress,Cotton Voile,142,Plum,Printed,SS25,Kaia Collective,Phnom Penh Sewing Ltd,720.59,2000.27,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d1369205-6113-4de7-bcad-c40a2b776037.jpg
WFX-2647,Signature Brown Polo,Polo,Polyester Pique,230,Brown,Solid,SS25,Kaia Collective,Shenzhen Fashion Works,541.62,1242.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/54730d1c-2c4d-4f00-9424-944113ccddf7.jpg
WFX-2648,Signature Grey Melange Jacket,Jacket,Cotton Canvas,257,Grey Melange,Printed,SS25,Vastra Studio,Phnom Penh Sewing Ltd,1439.5,2721.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/78ca5eae-827e-4966-9fee-420e85cf95e2.jpg
WFX-2649,Vintage Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,300,Grey Melange,Printed,AW26,UrbanThread,Shenzhen Fashion Works,567.51,1189.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c60db3f4-cb91-4d84-831a-561f53976135.jpg
WFX-2650,Tailored Plum Hoodie,Hoodie,French Terry,306,Plum,Solid,AW26,Cotton Culture,Istanbul Denim House,702.4,1965.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fd576f74-65ea-4c1f-95dc-1b541a9b7988.jpg
WFX-2651,Signature Grey Melange Skirt,Skirt,Denim 10oz,256,Grey Melange,Solid,SS26,Kaia Collective,Noida Knits Pvt Ltd,486.59,1097.52,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/910268c2-a132-4d25-80b1-59812c52e65c.jpg
WFX-2652,Cropped Black Sweatshirt,Sweatshirt,French Terry,295,Black,Solid,AW25,Kaia Collective,Colombo Apparel Group,623.23,1165.34,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7253c29e-932d-4669-b834-e3070730f788.jpg
WFX-2653,Cropped Grey Melange Polo,Polo,Cotton/Spandex 95/5,202,Grey Melange,Solid,SS26,Loom & Co,Guangzhou Weave Co,418.15,1137.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3d49b769-7585-4033-b853-c16519ceabe4.jpg
WFX-2654,Classic Sky Blue T-Shirt,T-Shirt,Cotton Slub,184,Sky Blue,Solid,SS26,Loom & Co,Colombo Apparel Group,388.65,997.1,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7cc6005d-6efe-45d6-ace1-01af3470d456.jpg
WFX-2655,Tailored Black Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,363,Black,Printed,SS26,NorthPeak,Shenzhen Fashion Works,565.4,1229.69,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/709126d8-270b-4393-84d3-765a9df3b3b8.jpg
WFX-2656,Heritage Black Skirt,Skirt,Cotton Twill,218,Black,Solid,AW25,Vastra Studio,ABC Textiles,559.31,1055.5,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/29a50158-569c-4597-ab58-184fa0256c51.jpg
WFX-2657,Slim Fit Black Skirt,Skirt,Cotton Twill,192,Black,Solid,SS25,Meridian Apparel,Noida Knits Pvt Ltd,415.6,900.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/637a56e4-7fa6-4f75-8859-0f8902461554.jpg
WFX-2658,Essential Grey Melange Sweatshirt,Sweatshirt,Cotton Fleece,320,Grey Melange,Solid,SS26,UrbanThread,Colombo Apparel Group,590.98,1087.02,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8a3b06d4-6722-490e-85c9-de0eb834883d.jpg
WFX-2659,Slim Fit Brown Shirt,Shirt,Chambray,124,Brown,Solid,AW26,Meridian Apparel,ABC Textiles,514.06,1268.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0976f46d-d278-4f99-9929-418e60d42d3d.jpg
WFX-2660,Classic Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,360,Grey Melange,Printed,SS25,NorthPeak,Colombo Apparel Group,598.15,1629.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/21b775d5-45f8-4258-8b77-1cc6757c2a82.jpg
WFX-2661,Boxy Grey Melange Shirt,Shirt,Linen,128,Grey Melange,Solid,AW25,Kaia Collective,Jakarta Garmindo,481.74,1141.52,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7248be0f-4c8d-4aa9-a276-419fe8043142.jpg
WFX-2662,Heritage Off White Hoodie,Hoodie,Cotton Fleece,383,Off White,Solid,SS26,Meridian Apparel,Istanbul Denim House,500.69,898.74,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/58a89ae2-5ea0-4c00-96c7-2476e7d9b3f2.jpg
WFX-2663,Slim Fit Charcoal Polo,Polo,Polyester Pique,201,Charcoal,Printed,AW26,Everlane East,Shenzhen Fashion Works,487.23,1111.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f2368692-5695-415e-aa9c-e3d510fdd5aa.jpg
WFX-2664,Boxy Grey Melange T-Shirt,T-Shirt,100% Cotton,191,Grey Melange,Solid,SS26,Vastra Studio,Tirupur Garments Co,317.31,578.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b2e084c7-e3a0-4182-8671-b908544a7cf2.jpg
WFX-2665,Cropped Charcoal Jacket,Jacket,Denim 12oz,318,Charcoal,Solid,SS25,NorthPeak,Hanoi Stitch Co,911.97,2284.04,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0ad8629f-2e9f-4591-a661-7489d6d49737.jpg
WFX-2666,Vintage Brown Jacket,Jacket,Polyester Shell,235,Brown,Solid,SS26,Loom & Co,Tirupur Garments Co,1301.01,2808.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7f6e85a8-8bc0-4b9f-b3de-23b45c0833d8.jpg
WFX-2667,Slim Fit Grey Melange Shorts,Shorts,Nylon Ripstop,238,Grey Melange,Solid,AW26,Cotton Culture,Istanbul Denim House,316.25,869.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b6fed6f7-dcb2-4263-9c85-e45f85b06c76.jpg
WFX-2668,Relaxed Blush Pink Dress,Dress,Linen,160,Blush Pink,Solid,SS25,Kaia Collective,Shenzhen Fashion Works,766.54,1964.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/72512c3a-98b8-46e9-bdd6-60ef4261f325.jpg
WFX-2669,Relaxed Sky Blue Shirt,Shirt,Cotton Poplin,146,Sky Blue,Solid,AW25,Meridian Apparel,Jakarta Garmindo,344.88,894.8,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/567f4a4e-4e47-4b27-902c-46d0c59df3aa.jpg
WFX-2670,Boxy Charcoal Sweatshirt,Sweatshirt,Cotton Fleece,316,Charcoal,Solid,SS25,Kaia Collective,Phnom Penh Sewing Ltd,446.5,824.45,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d3798a33-8735-4284-b83e-bd7ce6a65319.jpg
WFX-2671,Tailored Beige Sweatshirt,Sweatshirt,Loopback Cotton,276,Beige,Solid,AW26,NorthPeak,ABC Textiles,605.3,1300.28,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/09c08576-09d6-4878-a6f5-3087ccc57a9e.jpg
WFX-2672,Oversized Sky Blue Jacket,Jacket,Cotton Canvas,285,Sky Blue,Solid,SS25,Everlane East,Phnom Penh Sewing Ltd,1434.81,3579.8,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3395d7f5-fe79-448e-abec-fb6879feeddf.jpg
WFX-2673,Boxy Indigo Dress,Dress,Viscose,169,Indigo,Solid,SS25,NorthPeak,Dhaka Knitwear Ltd,896.77,2440.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/46ad36ad-8234-4fa1-a88b-e76256413c17.jpg
WFX-2674,Vintage Charcoal Jacket,Jacket,Polyester Shell,254,Charcoal,Solid,SS26,Everlane East,Noida Knits Pvt Ltd,1389.24,3853.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2ea87992-6eb5-46a2-9ac6-e4ac727179aa.jpg
WFX-2675,Slim Fit Charcoal Shorts,Shorts,Nylon Ripstop,208,Charcoal,Printed,SS26,Loom & Co,Jakarta Garmindo,274.07,755.6,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d619091d-fc8d-4730-9f3c-2a042e876272.jpg
WFX-2676,Classic Grey Melange T-Shirt,T-Shirt,Cotton Slub,207,Grey Melange,Solid,SS26,Kaia Collective,ABC Textiles,181.84,504.51,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0f4428f4-7d85-4d6d-aaa2-65c220a26dd8.jpg
WFX-2677,Slim Fit Black Shorts,Shorts,French Terry,208,Black,Solid,SS26,Vastra Studio,Hanoi Stitch Co,497.01,942.84,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dfb9288a-faa2-435b-85a0-dbaf8031b705.jpg
WFX-2678,Athleisure Charcoal Trousers,Trousers,Poly/Viscose Suiting,297,Charcoal,Solid,SS25,Vastra Studio,Karachi Textile Mills,450.78,1159.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/537e330a-d61b-486c-bb78-f0ca67bf0562.jpg
WFX-2679,Signature Black Dress,Dress,Viscose,112,Black,Solid,SS25,Vastra Studio,Noida Knits Pvt Ltd,676.67,1445.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cc66ab14-3372-4c9a-9171-9007d7154538.jpg
WFX-2680,Slim Fit Charcoal Polo,Polo,Cotton/Spandex 95/5,208,Charcoal,Solid,SS26,Vastra Studio,ABC Textiles,320.3,595.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/876ff7c6-caa9-4444-ad5c-8445c7ddbf86.jpg
WFX-2681,Cropped Charcoal Dress,Dress,Linen,176,Charcoal,Solid,AW25,Vastra Studio,Shenzhen Fashion Works,774.9,2000.84,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e6a8b33f-279c-4072-8dba-229d94205e55.jpg
WFX-2682,Slim Fit Red Dress,Dress,Cotton Voile,135,Red,Solid,AW26,Kaia Collective,Guangzhou Weave Co,383.53,1050.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2adf987d-a985-4023-81d4-adf9368ca251.jpg
WFX-2683,Essential Grey Melange Shorts,Shorts,Nylon Ripstop,280,Grey Melange,Solid,AW26,Everlane East,Jakarta Garmindo,442.99,911.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6afd5c40-28fd-4673-b87e-dd03e9411979.jpg
