tech_pack_id,style_number,fabric_details,construction,wash_instructions
TP-WFX-3321,WFX-3321,"French Terry, 239 GSM, Beige, Printed",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3322,WFX-3322,"Cotton Poplin, 112 GSM, Off White, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3323,WFX-3323,"100% Cotton, 205 GSM, Olive, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3324,WFX-3324,"Cotton Fleece, 386 GSM, Beige, Solid",Fleece Brushed,"Machine wash cold inside out, do not iron print"
TP-WFX-3325,WFX-3325,"Polyester Crepe, 155 GSM, Charcoal, Solid",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3326,WFX-3326,"Chino Twill, 243 GSM, Teal, Solid",Interlock,Dry clean only
TP-WFX-3327,WFX-3327,"Polyester Crepe, 225 GSM, Navy, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3328,WFX-3328,"Stretch Denim 98/2, 389 GSM, Grey Melange, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3329,WFX-3329,"100% Cotton, 147 GSM, Black, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3330,WFX-3330,"Polyester Pique, 215 GSM, Charcoal, Printed",Fleece Brushed,"Machine wash cold inside out, do not iron print"
TP-WFX-3331,WFX-3331,"Denim 10oz, 233 GSM, Charcoal, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3332,WFX-3332,"Cotton Twill, 290 GSM, Black, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3333,WFX-3333,"Polyester Shell, 363 GSM, Charcoal, Solid",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3334,WFX-3334,"Organic Cotton, 145 GSM, Charcoal, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3335,WFX-3335,"French Terry, 278 GSM, Navy, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3336,WFX-3336,"French Terry, 342 GSM, Black, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3337,WFX-3337,"French Terry, 337 GSM, Black, Printed",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3338,WFX-3338,"Cotton Slub, 197 GSM, Off White, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3339,WFX-3339,"Cotton/Linen 70/30, 131 GSM, Olive, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3340,WFX-3340,"French Terry, 283 GSM, Charcoal, Printed",Fleece Brushed,Dry clean only
TP-WFX-3341,WFX-3341,"Chambray, 144 GSM, Charcoal, Printed",French Terry Loopback,Dry clean only
TP-WFX-3342,WFX-3342,"Denim 12oz, 370 GSM, Charcoal, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3343,WFX-3343,"Poly/Viscose Suiting, 256 GSM, Black, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3344,WFX-3344,"Cotton Voile, 155 GSM, Pink, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3345,WFX-3345,"Viscose, 112 GSM, Teal, Printed",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3346,WFX-3346,"Cotton/Polyester Fleece 80/20, 366 GSM, Off White, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3347,WFX-3347,"Cotton/Linen 70/30, 116 GSM, Off White, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3348,WFX-3348,"Denim 12oz, 400 GSM, Black, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3349,WFX-3349,"Cotton Slub, 210 GSM, Black, Solid",Fleece Brushed,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3350,WFX-3350,"100% Cotton, 171 GSM, Navy, Printed",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3351,WFX-3351,"Cotton/Polyester 60/40, 158 GSM, Black, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3352,WFX-3352,"Nylon Taslan, 338 GSM, Black, Solid",Satin Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3353,WFX-3353,"Cotton/Spandex 95/5, 218 GSM, Charcoal, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3354,WFX-3354,"Viscose, 234 GSM, Black, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3355,WFX-3355,"Cotton Canvas, 273 GSM, Navy, Printed",Plain Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3356,WFX-3356,"Organic Cotton, 171 GSM, Red, Solid",2x2 Rib,"Machine wash warm with like colors, line dry"
TP-WFX-3357,WFX-3357,"100% Cotton, 217 GSM, Pink, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3358,WFX-3358,"Linen, 110 GSM, Black, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3359,WFX-3359,"Denim 12oz, 316 GSM, Black, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3360,WFX-3360,"Polyester Crepe, 259 GSM, Grey Melange, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3361,WFX-3361,"Cotton Pique, 232 GSM, Sky Blue, Solid",Pique Knit,Dry clean only
TP-WFX-3362,WFX-3362,"Cotton Twill, 195 GSM, Sky Blue, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3363,WFX-3363,"French Terry, 295 GSM, Grey Melange, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3364,WFX-3364,"Viscose, 116 GSM, Coral, Printed",2x2 Rib,"Machine wash warm with like colors, line dry"
TP-WFX-3365,WFX-3365,"Denim 12oz, 363 GSM, Charcoal, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3366,WFX-3366,"Cotton Canvas, 290 GSM, Brown, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3367,WFX-3367,"Denim 12oz, 327 GSM, Grey Melange, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3368,WFX-3368,"Oxford Cotton, 154 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash warm with like colors, line dry"
TP-WFX-3369,WFX-3369,"French Terry, 340 GSM, Black, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3370,WFX-3370,"Cotton Pique, 210 GSM, Charcoal, Solid",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3371,WFX-3371,"Cotton Twill, 240 GSM, Sky Blue, Solid",Twill Weave 3/1,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3372,WFX-3372,"Polyester Shell, 235 GSM, Black, Printed",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3373,WFX-3373,"Cotton Poplin, 145 GSM, Sky Blue, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3374,WFX-3374,"Cotton Canvas, 318 GSM, Black, Printed",Single Jersey,Dry clean only
TP-WFX-3375,WFX-3375,"Loopback Cotton, 326 GSM, Grey Melange, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3376,WFX-3376,"French Terry, 345 GSM, Black, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3377,WFX-3377,"Denim 12oz, 355 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash warm with like colors, line dry"
TP-WFX-3378,WFX-3378,"Cotton Twill, 220 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3379,WFX-3379,"Stretch Denim 98/2, 353 GSM, Charcoal, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3380,WFX-3380,"Cotton Pique, 222 GSM, Sky Blue, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3381,WFX-3381,"Cotton Slub, 182 GSM, Off White, Solid",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3382,WFX-3382,"French Terry, 309 GSM, Red, Solid",Fleece Brushed,Dry clean only
TP-WFX-3383,WFX-3383,"Cotton Slub, 163 GSM, Maroon, Solid",Pique Knit,"Machine wash warm with like colors, line dry"
TP-WFX-3384,WFX-3384,"Cotton Pique, 198 GSM, Teal, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3385,WFX-3385,"Cotton Voile, 122 GSM, Indigo, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3386,WFX-3386,"Cotton Pique, 191 GSM, Navy, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3387,WFX-3387,"Linen, 123 GSM, Beige, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3388,WFX-3388,"100% Cotton, 158 GSM, Navy, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3389,WFX-3389,"Cotton Slub, 171 GSM, Mustard, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3390,WFX-3390,"Oxford Cotton, 113 GSM, Off White, Solid",French Terry Loopback,"Hand wash only, dry flat in shade"
TP-WFX-3391,WFX-3391,"Cotton Canvas, 377 GSM, Black, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3392,WFX-3392,"Viscose, 181 GSM, Olive, Printed",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3393,WFX-3393,"Denim 10oz, 221 GSM, Grey Melange, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3394,WFX-3394,"Cotton Fleece, 330 GSM, Black, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3395,WFX-3395,"Cotton Fleece, 270 GSM, Sky Blue, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3396,WFX-3396,"Denim 14oz, 471 GSM, Charcoal, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3397,WFX-3397,"Cotton/Spandex 95/5, 197 GSM, Off White, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3398,WFX-3398,"Chino Twill, 264 GSM, Charcoal, Printed",Single Jersey,"Machine wash warm with like colors, line dry"
TP-WFX-3399,WFX-3399,"Cotton/Spandex 95/5, 182 GSM, Beige, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3400,WFX-3400,"Cotton Pique, 225 GSM, Lavender, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3401,WFX-3401,"Organic Cotton, 184 GSM, Red, Solid",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3402,WFX-3402,"Cotton/Polyester Fleece 80/20, 309 GSM, Charcoal, Solid",2x2 Rib,Dry clean only
TP-WFX-3403,WFX-3403,"Cotton Fleece, 320 GSM, Charcoal, Solid",Satin Weave,"Hand wash only, dry flat in shade"
TP-WFX-3404,WFX-3404,"Nylon Taslan, 315 GSM, Grey Melange, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3405,WFX-3405,"Linen, 124 GSM, Blue, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3406,WFX-3406,"Cotton Fleece, 360 GSM, Black, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3407,WFX-3407,"Cotton Slub, 148 GSM, Teal, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3408,WFX-3408,"Denim 12oz, 385 GSM, Navy, Solid",Fleece Brushed,"Machine wash cold inside out, do not iron print"
TP-WFX-3409,WFX-3409,"Polyester Crepe, 136 GSM, Blue, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3410,WFX-3410,"French Terry, 161 GSM, Pink, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3411,WFX-3411,"Denim 10oz, 201 GSM, Charcoal, Solid",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3412,WFX-3412,"Cotton Slub, 160 GSM, Black, Solid",Satin Weave,Dry clean only
TP-WFX-3413,WFX-3413,"Denim 12oz, 454 GSM, Black, Solid",Satin Weave,"Hand wash only, dry flat in shade"
TP-WFX-3414,WFX-3414,"Cotton/Spandex 95/5, 216 GSM, Red, Solid",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3415,WFX-3415,"Cotton Fleece, 282 GSM, Black, Solid",Single Jersey,Dry clean only
TP-WFX-3416,WFX-3416,"Polyester Shell, 365 GSM, Off White, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3417,WFX-3417,"Cotton Poplin, 154 GSM, Grey Melange, Printed",Twill Weave 3/1,Dry clean only
TP-WFX-3418,WFX-3418,"Cotton Poplin, 142 GSM, Green, Solid",Interlock,"Machine wash cold inside out, do not iron print"
TP-WFX-3419,WFX-3419,"Cotton Slub, 143 GSM, Grey Melange, Solid",French Terry Loopback,Dry clean only
TP-WFX-3420,WFX-3420,"French Terry, 310 GSM, Red, Solid",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3421,WFX-3421,"Cotton Slub, 148 GSM, Pink, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3422,WFX-3422,"Cotton Fleece, 301 GSM, Black, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3423,WFX-3423,"French Terry, 345 GSM, Forest Green, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3424,WFX-3424,"Denim 12oz, 476 GSM, Indigo, Solid",Pique Knit,Dry clean only
TP-WFX-3425,WFX-3425,"Loopback Cotton, 266 GSM, Grey Melange, Solid",Plain Weave,Dry clean only
TP-WFX-3426,WFX-3426,"Rayon Challis, 111 GSM, Charcoal, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3427,WFX-3427,"Denim 12oz, 382 GSM, Black, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3428,WFX-3428,"Poly/Viscose Suiting, 280 GSM, Off White, Solid",French Terry Loopback,"Hand wash only, dry flat in shade"
TP-WFX-3429,WFX-3429,"French Terry, 273 GSM, Red, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3430,WFX-3430,"Cotton/Polyester 60/40, 198 GSM, Orange, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3431,WFX-3431,"Denim 12oz, 445 GSM, Grey Melange, Solid",Single Jersey,"Machine wash warm with like colors, line dry"
TP-WFX-3432,WFX-3432,"French Terry, 321 GSM, Navy, Solid",Plain Weave,Dry clean only
TP-WFX-3433,WFX-3433,"Polyester Crepe, 248 GSM, Grey Melange, Printed",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3434,WFX-3434,"Stretch Denim 98/2, 399 GSM, Charcoal, Solid",French Terry Loopback,"Hand wash only, dry flat in shade"
TP-WFX-3435,WFX-3435,"Cotton Fleece, 374 GSM, Charcoal, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3436,WFX-3436,"Cotton/Spandex 95/5, 192 GSM, Teal, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3437,WFX-3437,"Linen, 130 GSM, Charcoal, Printed",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3438,WFX-3438,"Cotton Fleece, 302 GSM, Grey Melange, Solid",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3439,WFX-3439,"Chambray, 130 GSM, Beige, Solid",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3440,WFX-3440,"French Terry, 298 GSM, Blush Pink, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3441,WFX-3441,"Denim 14oz, 459 GSM, Sky Blue, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3442,WFX-3442,"Cotton/Polyester Fleece 80/20, 353 GSM, Beige, Solid",Interlock,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3443,WFX-3443,"Polyester Crepe, 121 GSM, Charcoal, Solid",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3444,WFX-3444,"Cotton Fleece, 377 GSM, Forest Green, Printed",2x2 Rib,"Machine wash cold inside out, do not iron print"
TP-WFX-3445,WFX-3445,"Loopback Cotton, 319 GSM, Brown, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3446,WFX-3446,"Rayon Challis, 160 GSM, Plum, Printed",Plain Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3447,WFX-3447,"Cotton/Spandex 95/5, 240 GSM, Brown, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3448,WFX-3448,"Nylon Taslan, 251 GSM, Grey Melange, Printed",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3449,WFX-3449,"Cotton Fleece, 348 GSM, Grey Melange, Printed",Satin Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3450,WFX-3450,"Cotton Fleece, 397 GSM, Plum, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3451,WFX-3451,"Viscose, 172 GSM, Grey Melange, Solid",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3452,WFX-3452,"Cotton Fleece, 351 GSM, Black, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3453,WFX-3453,"Cotton/Spandex 95/5, 196 GSM, Grey Melange, Solid",Pique Knit,Dry clean only
TP-WFX-3454,WFX-3454,"100% Cotton, 153 GSM, Sky Blue, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3455,WFX-3455,"French Terry, 319 GSM, Black, Printed",Twill Weave 3/1,Dry clean only
TP-WFX-3456,WFX-3456,"Denim 10oz, 223 GSM, Black, Solid",Pique Knit,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3457,WFX-3457,"Denim 10oz, 163 GSM, Black, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3458,WFX-3458,"Cotton Fleece, 283 GSM, Grey Melange, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3459,WFX-3459,"Linen, 115 GSM, Brown, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3460,WFX-3460,"Cotton Fleece, 357 GSM, Grey Melange, Printed",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3461,WFX-3461,"Chambray, 160 GSM, Grey Melange, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3462,WFX-3462,"Cotton/Polyester Fleece 80/20, 327 GSM, Off White, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3463,WFX-3463,"Polyester Pique, 183 GSM, Charcoal, Printed",French Terry Loopback,Dry clean only
TP-WFX-3464,WFX-3464,"100% Cotton, 217 GSM, Grey Melange, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3465,WFX-3465,"Cotton Canvas, 268 GSM, Charcoal, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3466,WFX-3466,"Cotton Canvas, 279 GSM, Brown, Solid",Pique Knit,Dry clean only
TP-WFX-3467,WFX-3467,"French Terry, 269 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3468,WFX-3468,"Rayon Challis, 163 GSM, Blush Pink, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3469,WFX-3469,"Cotton Poplin, 140 GSM, Sky Blue, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3470,WFX-3470,"Cotton Fleece, 263 GSM, Charcoal, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3471,WFX-3471,"Cotton Fleece, 275 GSM, Beige, Solid",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3472,WFX-3472,"Polyester Shell, 367 GSM, Sky Blue, Solid",Satin Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3473,WFX-3473,"Rayon Challis, 128 GSM, Indigo, Solid",Single Jersey,Dry clean only
TP-WFX-3474,WFX-3474,"Denim 12oz, 252 GSM, Charcoal, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3475,WFX-3475,"French Terry, 228 GSM, Charcoal, Printed",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3476,WFX-3476,"100% Cotton, 190 GSM, Grey Melange, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3477,WFX-3477,"French Terry, 218 GSM, Black, Solid",2x2 Rib,Dry clean only
TP-WFX-3478,WFX-3478,"Stretch Denim 98/2, 371 GSM, Charcoal, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3479,WFX-3479,"Polyester Crepe, 107 GSM, Black, Solid",Pique Knit,Dry clean only
TP-WFX-3480,WFX-3480,"Cotton/Spandex 95/5, 226 GSM, Charcoal, Solid",Fleece Brushed,Dry clean only
TP-WFX-3481,WFX-3481,"Polyester Crepe, 160 GSM, Charcoal, Solid",Plain Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3482,WFX-3482,"Linen, 150 GSM, Red, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3483,WFX-3483,"French Terry, 177 GSM, Grey Melange, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3484,WFX-3484,"Polyester Crepe, 232 GSM, Black, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3485,WFX-3485,"Cotton Twill, 205 GSM, Maroon, Solid",Fleece Brushed,"Machine wash cold inside out, do not iron print"
TP-WFX-3486,WFX-3486,"Cotton Fleece, 352 GSM, Black, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3487,WFX-3487,"French Terry, 255 GSM, Charcoal, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3488,WFX-3488,"Organic Cotton, 220 GSM, Charcoal, Printed",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3489,WFX-3489,"Polyester Pique, 222 GSM, Olive, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3490,WFX-3490,"Chambray, 121 GSM, Navy, Solid",Plain Weave,Dry clean only
TP-WFX-3491,WFX-3491,"Organic Cotton, 148 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3492,WFX-3492,"Chambray, 144 GSM, Charcoal, Solid",Twill Weave 3/1,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3493,WFX-3493,"Rayon Challis, 176 GSM, Forest Green, Solid",Interlock,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3494,WFX-3494,"Viscose, 223 GSM, Maroon, Printed",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3495,WFX-3495,"Linen, 121 GSM, Charcoal, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3496,WFX-3496,"Poly/Viscose Suiting, 300 GSM, Grey Melange, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3497,WFX-3497,"Viscose, 228 GSM, Black, Solid",2x2 Rib,Dry clean only
TP-WFX-3498,WFX-3498,"Cotton Twill, 177 GSM, Black, Solid",Pique Knit,Dry clean only
TP-WFX-3499,WFX-3499,"French Terry, 312 GSM, Off White, Printed",French Terry Loopback,"Machine wash warm with like colors, line dry"
TP-WFX-3500,WFX-3500,"French Terry, 214 GSM, Grey Melange, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
