order_number,buyer,style_number,quantity,unit_price,shipment_date,status
SO-01319,Gulf Fashion Trading,WFX-3418,300,1207.91,2026-04-04,Delivered
SO-01320,Bayside Brands,WFX-3299,2000,1419.14,2026-05-04,In Production
SO-01321,Prairie Wholesale Inc,WFX-3384,800,900.89,2025-08-06,Shipped
SO-01322,Prairie Wholesale Inc,WFX-2740,2000,1366.9,2025-05-08,Shipped
SO-01323,Maple Leaf Fashion,WFX-2555,2000,3263.89,2026-12-12,Shipped
SO-01324,Lion City Apparel,WFX-2519,300,1158.92,2026-08-02,Shipped
SO-01325,Alpine Casuals SA,WFX-3095,500,1661.08,2025-10-20,Delivered
SO-01326,Thames & Co,WFX-3088,300,1647.84,2026-04-09,Delivered
SO-01327,Lion City Apparel,WFX-2762,800,1159.83,2026-09-05,Shipped
SO-01328,Lion City Apparel,WFX-3224,3000,2118.83,2026-08-10,Delivered
SO-01329,Outback Outfitters,WFX-3328,1500,2020.73,2026-10-20,Delivered
SO-01330,Lion City Apparel,WFX-3120,5000,3608.71,2026-06-19,Confirmed
SO-01331,Thames & Co,WFX-2803,2000,1188.88,2026-10-15,Shipped
SO-01332,Lion City Apparel,WFX-3475,1000,634.11,2026-08-02,Confirmed
SO-01333,Rhine Mode GmbH,WFX-2606,300,1236.37,2025-11-14,Delivered
SO-01334,Lion City Apparel,WFX-3084,1000,2001.76,2025-07-14,Cancelled
SO-01335,Thames & Co,WFX-2611,1000,848.87,2025-05-25,In Production
SO-01336,Outback Outfitters,WFX-3295,3000,615.59,2025-02-26,Shipped
SO-01337,Lion City Apparel,WFX-2918,300,872.17,2026-04-30,Cancelled
SO-01338,Outback Outfitters,WFX-2659,500,1268.57,2026-03-04,Shipped
SO-01339,Nordic Retail AB,WFX-3496,5000,1192.24,2025-08-10,In Production
SO-01340,Gulf Fashion Trading,WFX-2817,1000,1277.7,2025-08-14,Shipped
SO-01341,Prairie Wholesale Inc,WFX-2834,2000,999.35,2026-06-17,Delivered
SO-01342,Prairie Wholesale Inc,WFX-2642,300,1601.94,2025-10-19,Delivered
SO-01343,Nordic Retail AB,WFX-3348,2000,1991.76,2026-11-11,Cancelled
SO-01344,Thames & Co,WFX-2621,3000,453.98,2026-07-17,In Production
SO-01345,Thames & Co,WFX-3324,3000,1973.42,2026-01-03,Shipped
SO-01346,Prairie Wholesale Inc,WFX-3058,800,562.15,2025-09-30,Shipped
SO-01347,Gulf Fashion Trading,WFX-2596,3000,2742.92,2025-12-19,Shipped
SO-01348,Prairie Wholesale Inc,WFX-2917,500,2196.83,2025-08-10,Delivered
SO-01349,Gulf Fashion Trading,WFX-2516,5000,1627.25,2025-04-11,Delivered
SO-01350,Prairie Wholesale Inc,WFX-3189,800,1462.0,2026-06-26,Delivered
SO-01351,Lion City Apparel,WFX-2822,2000,1489.24,2025-05-04,Cancelled
SO-01352,Bayside Brands,WFX-2758,1500,917.56,2025-06-02,In Production
SO-01353,Lion City Apparel,WFX-2747,1500,1428.79,2025-10-06,Delivered
SO-01354,Nordic Retail AB,WFX-3142,300,1596.08,2025-06-18,Delivered
SO-01355,Bayside Brands,WFX-2990,300,1047.37,2026-06-11,Confirmed
SO-01356,Lion City Apparel,WFX-2945,3000,1011.55,2026-02-03,Delivered
SO-01357,Nordic Retail AB,WFX-2565,500,4056.51,2026-02-01,Delivered
SO-01358,Bayside Brands,WFX-3016,500,1315.36,2025-07-17,Confirmed
SO-01359,Lion City Apparel,WFX-3334,2000,488.76,2025-01-27,Delivered
SO-01360,Maple Leaf Fashion,WFX-2550,3000,655.43,2026-09-19,Shipped
SO-01361,Rhine Mode GmbH,WFX-3164,500,1178.25,2026-09-14,In Production
SO-01362,Alpine Casuals SA,WFX-2575,2000,1150.13,2026-02-22,Confirmed
SO-01363,Thames & Co,WFX-3293,1000,849.75,2026-03-30,Delivered
SO-01364,Outback Outfitters,WFX-3158,800,1126.01,2026-01-13,Confirmed
SO-01365,Prairie Wholesale Inc,WFX-2726,1500,1594.03,2026-05-23,In Production
SO-01366,Iberia Moda SL,WFX-2952,1500,875.72,2025-03-01,In Production
SO-01367,Iberia Moda SL,WFX-3232,800,991.45,2026-02-26,Delivered
SO-01368,Thames & Co,WFX-3188,800,472.21,2026-07-23,In Production
SO-01369,Maple Leaf Fashion,WFX-3318,5000,807.32,2026-05-01,Delivered
SO-01370,Outback Outfitters,WFX-3445,300,1013.27,2026-08-02,Cancelled
SO-01371,Lion City Apparel,WFX-3217,500,937.42,2025-09-27,Delivered
SO-01372,Outback Outfitters,WFX-2524,1500,1195.75,2025-07-19,Confirmed
SO-01373,Bayside Brands,WFX-2704,5000,1240.8,2025-05-16,In Production
SO-01374,Sakura Style KK,WFX-3478,2000,1738.01,2025-06-25,Delivered
SO-01375,Sakura Style KK,WFX-2708,3000,468.64,2026-07-12,Confirmed
SO-01376,Maple Leaf Fashion,WFX-3450,5000,1923.22,2025-06-18,Confirmed
SO-01377,Maple Leaf Fashion,WFX-3195,500,894.19,2025-01-01,Shipped
SO-01378,Maple Leaf Fashion,WFX-2889,1000,2417.54,2025-09-01,Delivered
SO-01379,Gulf Fashion Trading,WFX-3345,2000,1258.65,2026-05-23,Confirmed
SO-01380,Lion City Apparel,WFX-3060,2000,2670.11,2025-07-14,In Production
SO-01381,Iberia Moda SL,WFX-2724,500,483.66,2026-07-13,Delivered
SO-01382,Rhine Mode GmbH,WFX-2804,1500,1373.57,2025-06-22,Shipped
SO-01383,Lion City Apparel,WFX-3386,2000,1354.09,2026-02-10,Confirmed
SO-01384,Gulf Fashion Trading,WFX-2802,300,2029.58,2025-04-07,Cancelled
SO-01385,Rhine Mode GmbH,WFX-2942,1500,1915.53,2025-08-31,Cancelled
SO-01386,Bayside Brands,WFX-2963,1500,961.45,2026-02-12,Delivered
SO-01387,Gulf Fashion Trading,WFX-2982,500,1087.81,2026-04-20,Delivered
SO-01388,Iberia Moda SL,WFX-3259,800,901.32,2025-03-18,Delivered
SO-01389,Thames & Co,WFX-2515,500,785.99,2026-08-27,Delivered
SO-01390,Thames & Co,WFX-3050,500,1578.01,2025-09-25,Shipped
SO-01391,Outback Outfitters,WFX-3032,800,1811.82,2025-12-15,Shipped
SO-01392,Iberia Moda SL,WFX-3253,5000,1375.36,2026-03-13,In Production
SO-01393,Bayside Brands,WFX-3388,1000,651.27,2026-06-12,Delivered
SO-01394,Gulf Fashion Trading,WFX-2682,2000,1050.19,2025-12-13,Shipped
SO-01395,Lion City Apparel,WFX-2735,5000,1116.88,2025-01-24,Cancelled
SO-01396,Alpine Casuals SA,WFX-3005,3000,915.11,2025-05-02,Shipped
SO-01397,Iberia Moda SL,WFX-2965,300,1148.0,2026-05-24,Shipped
SO-01398,Outback Outfitters,WFX-2742,800,1342.15,2025-01-16,Delivered
SO-01399,Nordic Retail AB,WFX-2874,3000,851.65,2025-03-28,Shipped
SO-01400,Thames & Co,WFX-3175,800,1178.49,2025-12-24,In Production
SO-01401,Prairie Wholesale Inc,WFX-2836,800,1045.95,2026-02-07,Confirmed
SO-01402,Prairie Wholesale Inc,WFX-3196,2000,780.37,2025-12-10,Confirmed
SO-01403,Iberia Moda SL,WFX-3053,500,1427.97,2026-02-19,Delivered
SO-01404,Thames & Co,WFX-3084,500,2001.76,2025-06-28,Shipped
SO-01405,Lion City Apparel,WFX-2575,800,1150.13,2026-02-12,In Production
SO-01406,Iberia Moda SL,WFX-3493,300,1176.47,2026-07-02,Shipped
SO-01407,Prairie Wholesale Inc,WFX-3292,1500,1025.06,2026-10-01,In Production
SO-01408,Gulf Fashion Trading,WFX-3124,1500,913.81,2025-01-17,Delivered
SO-01409,Thames & Co,WFX-3476,800,399.46,2025-02-08,Delivered
SO-01410,Sakura Style KK,WFX-3372,300,3253.4,2026-12-10,Cancelled
SO-01411,Bayside Brands,WFX-3248,3000,1605.24,2026-09-05,Cancelled
SO-01412,Alpine Casuals SA,WFX-3234,1500,844.6,2025-10-26,Shipped
SO-01413,Thames & Co,WFX-3164,1500,1178.25,2025-12-12,Delivered
SO-01414,Alpine Casuals SA,WFX-3367,500,2334.16,2025-10-18,Shipped
SO-01415,Iberia Moda SL,WFX-2856,5000,1027.65,2025-02-06,Cancelled
SO-01416,Prairie Wholesale Inc,WFX-3212,5000,908.08,2025-07-03,Confirmed
SO-01417,Gulf Fashion Trading,WFX-2741,3000,2709.43,2026-05-05,Shipped
SO-01418,Gulf Fashion Trading,WFX-2701,800,823.32,2026-09-23,Confirmed
SO-01419,Rhine Mode GmbH,WFX-2963,3000,961.45,2026-09-21,Delivered
SO-01420,Alpine Casuals SA,WFX-2566,5000,2263.69,2026-06-29,Shipped
SO-01421,Outback Outfitters,WFX-3005,800,915.11,2026-08-12,Delivered
SO-01422,Outback Outfitters,WFX-3438,5000,991.99,2025-06-07,Delivered
SO-01423,Thames & Co,WFX-3358,2000,1862.74,2025-07-20,Shipped
SO-01424,Alpine Casuals SA,WFX-3006,300,849.2,2026-06-29,Delivered
SO-01425,Prairie Wholesale Inc,WFX-2826,300,739.19,2025-07-10,In Production
SO-01426,Prairie Wholesale Inc,WFX-3199,1000,747.41,2026-12-14,In Production
SO-01427,Nordic Retail AB,WFX-2776,2000,669.47,2026-02-04,Delivered
SO-01428,Alpine Casuals SA,WFX-2891,2000,630.51,2026-08-06,Delivered
SO-01429,Nordic Retail AB,WFX-2540,500,1257.89,2026-07-09,In Production
SO-01430,Alpine Casuals SA,WFX-2681,2000,2000.84,2025-10-02,Delivered
SO-01431,Thames & Co,WFX-2758,3000,917.56,2026-02-08,Shipped
SO-01432,Thames & Co,WFX-2701,2000,823.32,2026-09-19,Delivered
SO-01433,Thames & Co,WFX-2802,1000,2029.58,2025-05-17,Shipped
SO-01434,Gulf Fashion Trading,WFX-3200,1500,2184.18,2025-08-16,Delivered
SO-01435,Bayside Brands,WFX-3388,500,651.27,2025-06-18,In Production
SO-01436,Maple Leaf Fashion,WFX-2767,2000,907.86,2025-12-12,In Production
SO-01437,Iberia Moda SL,WFX-3240,800,1937.95,2025-12-18,Delivered
SO-01438,Thames & Co,WFX-2899,800,749.21,2026-08-27,Shipped
SO-01439,Alpine Casuals SA,WFX-2727,1000,1738.77,2026-09-15,In Production
SO-01440,Prairie Wholesale Inc,WFX-3301,2000,819.71,2026-06-01,Confirmed
SO-01441,Gulf Fashion Trading,WFX-2609,3000,1271.52,2025-01-27,In Production
SO-01442,Prairie Wholesale Inc,WFX-3475,5000,634.11,2026-01-31,Shipped
SO-01443,Gulf Fashion Trading,WFX-3473,2000,959.97,2025-11-25,Confirmed
SO-01444,Iberia Moda SL,WFX-3275,1500,524.06,2025-08-18,Delivered
SO-01445,Bayside Brands,WFX-2508,1500,1898.33,2025-05-03,Shipped
SO-01446,Prairie Wholesale Inc,WFX-3399,500,827.83,2025-04-26,Delivered
SO-01447,Iberia Moda SL,WFX-3436,5000,545.28,2025-07-23,In Production
SO-01448,Alpine Casuals SA,WFX-3035,2000,1313.7,2025-10-03,Shipped
SO-01449,Nordic Retail AB,WFX-3313,500,2566.72,2025-08-04,Delivered
SO-01450,Rhine Mode GmbH,WFX-2904,500,737.79,2026-04-10,In Production
SO-01451,Sakura Style KK,WFX-2611,2000,848.87,2025-08-10,In Production
SO-01452,Thames & Co,WFX-3247,2000,1366.22,2025-08-08,Shipped
SO-01453,Outback Outfitters,WFX-3338,5000,463.15,2026-06-22,Delivered
SO-01454,Bayside Brands,WFX-2600,3000,585.8,2025-11-21,Shipped
SO-01455,Nordic Retail AB,WFX-2547,1500,713.66,2025-06-03,Cancelled
SO-01456,Prairie Wholesale Inc,WFX-3214,500,697.38,2025-03-31,In Production
SO-01457,Sakura Style KK,WFX-2537,800,1505.03,2026-09-23,Shipped
SO-01458,Maple Leaf Fashion,WFX-3042,5000,1519.11,2026-09-12,Shipped
SO-01459,Thames & Co,WFX-3251,5000,951.91,2026-01-05,Confirmed
SO-01460,Bayside Brands,WFX-2633,2000,1216.0,2025-05-21,Shipped
SO-01461,Sakura Style KK,WFX-3458,3000,1324.51,2025-11-29,Shipped
SO-01462,Lion City Apparel,WFX-3385,3000,900.57,2026-04-06,Delivered
SO-01463,Iberia Moda SL,WFX-3052,1500,1814.61,2025-06-21,In Production
SO-01464,Iberia Moda SL,WFX-2642,2000,1601.94,2026-11-17,Shipped
SO-01465,Gulf Fashion Trading,WFX-2787,2000,2050.11,2026-03-09,Delivered
SO-01466,Sakura Style KK,WFX-3488,2000,639.38,2026-09-21,Delivered
SO-01467,Thames & Co,WFX-2795,800,975.08,2026-09-22,In Production
SO-01468,Maple Leaf Fashion,WFX-3433,500,896.37,2026-03-15,Delivered
SO-01469,Nordic Retail AB,WFX-2841,800,2000.99,2025-01-07,Delivered
SO-01470,Nordic Retail AB,WFX-3404,300,2185.17,2025-11-11,In Production
SO-01471,Prairie Wholesale Inc,WFX-2882,1000,1015.19,2025-08-26,Shipped
SO-01472,Bayside Brands,WFX-2575,800,1150.13,2025-04-29,Shipped
SO-01473,Sakura Style KK,WFX-3319,2000,2197.48,2025-01-06,Confirmed
SO-01474,Sakura Style KK,WFX-2832,5000,1107.13,2025-07-28,Confirmed
SO-01475,Prairie Wholesale Inc,WFX-3149,3000,834.99,2025-07-06,Shipped
SO-01476,Maple Leaf Fashion,WFX-3199,1500,747.41,2026-06-17,In Production
SO-01477,Lion City Apparel,WFX-3038,3000,840.1,2026-09-27,In Production
SO-01478,Iberia Moda SL,WFX-3234,800,844.6,2026-12-08,Shipped
SO-01479,Bayside Brands,WFX-3460,3000,736.77,2026-10-15,Shipped
SO-01480,Iberia Moda SL,WFX-3308,1500,3028.11,2025-06-03,Shipped
SO-01481,Nordic Retail AB,WFX-3265,800,838.33,2026-06-12,In Production
SO-01482,Alpine Casuals SA,WFX-3257,800,1740.56,2025-10-22,Delivered
SO-01483,Maple Leaf Fashion,WFX-2715,1000,1314.55,2025-06-27,Delivered
SO-01484,Gulf Fashion Trading,WFX-3225,500,1277.89,2025-07-14,Delivered
SO-01485,Maple Leaf Fashion,WFX-3357,800,721.74,2025-05-27,In Production
SO-01486,Prairie Wholesale Inc,WFX-3400,300,761.27,2026-10-02,Shipped
SO-01487,Nordic Retail AB,WFX-2595,3000,1264.01,2025-04-03,Delivered
SO-01488,Bayside Brands,WFX-3033,3000,493.4,2025-06-13,In Production
SO-01489,Alpine Casuals SA,WFX-2709,5000,1201.88,2026-06-30,In Production
SO-01490,Iberia Moda SL,WFX-2670,3000,824.45,2025-03-31,Shipped
SO-01491,Iberia Moda SL,WFX-3182,800,2899.7,2025-12-25,Delivered
SO-01492,Iberia Moda SL,WFX-2992,2000,623.55,2026-01-07,In Production
SO-01493,Prairie Wholesale Inc,WFX-3076,1500,454.98,2026-01-24,Shipped
SO-01494,Lion City Apparel,WFX-2659,300,1268.57,2026-09-26,In Production
SO-01495,Gulf Fashion Trading,WFX-2593,5000,1027.28,2026-11-05,In Production
SO-01496,Bayside Brands,WFX-3068,500,3796.86,2026-07-17,In Production
SO-01497,Thames & Co,WFX-3390,5000,1068.29,2026-10-23,Cancelled
SO-01498,Thames & Co,WFX-2981,500,2584.35,2025-08-09,Shipped
SO-01499,Iberia Moda SL,WFX-2704,1000,1240.8,2026-11-03,Delivered
SO-01500,Thames & Co,WFX-3097,300,1653.34,2025-06-26,In Production
